Hotel_name,Adresse,Description,Distance,Details_Link
 Apartment Rue Ben Dhrif Rue des Arcas Tunis ,  Tunis   ," L'Apartment Rue Ben Dhrif Rue des Arcas Tunis est situé à Tunis, à 2,4 km du musée Dar Lasram et à 2,6 km de la place Kasbah.  "," 2,1 km du centre ",https://www.booking.com/hotel/tn/apartment-rue-ben-dhrif-rue-des-arcas-tunis.fr.html
 Apartment Rue Tourbet El Bey 1 ,"  Médina, Tunis   "," Doté d'une connexion Wi-Fi gratuite et offrant une vue sur la ville, l'Apartment Rue Tourbet El Bey 1 est situé à Tunis, à seulement 200 mètres du Tourbet El Bey et à 400 mètres du palais Dar Hussein.... "," 1,4 km du centre ",https://www.booking.com/hotel/tn/apartment-rue-tourbet-el-bey.fr.html
 Le 5 ter ,  Tunis   ," Situé à moins de 1,8 km du parc du Belvédère et à 3 km de la cathédrale Saint-Vincent-de-Paul, l'établissement Le 5 ter propose une connexion Wi-Fi gratuite et un jardin.  "," 2,4 km du centre ",https://www.booking.com/hotel/tn/le-5-ter.fr.html
 Luxe et moderne près Tunisia Mall Lac 2 ,"  Les Berges du Lac, Tunis   "," Situé à Tunis, dans le gouvernorat de Tunis, le Luxe et moderne près Tunisia Mall Lac 2 dispose d'un balcon.  ", 9 km du centre ,https://www.booking.com/hotel/tn/luxe-et-moderne-pres-tunisia-mall-lac-2.fr.html
 RESIDENCE LA TERRASSE ,  Tunis   ," RESIDENCE LA TERRASSE is located in Tunis and offers a terrace. The accommodation is 37 km from La Marsa. Gammarth is 34 km from the apartment, while Bizerte is 30 km away.  ", 43 km du centre ,https://www.booking.com/hotel/tn/residence-la-terrasse.fr.html
 The Bathurst Condo ,  Tunis   ," Set in Tunis, 13 km from Belvedre Parc and 13 km from Cathedral of St. Vincent de Paul, The Bathurst Condo offers air-conditioned accommodation with a balcony and free WiFi.  ", 11 km du centre ,https://www.booking.com/hotel/tn/the-bathurst-condo.fr.html
 La Perla House ,  Tunis   ," Set in Tunis in the Tunis Governorate region, La Perla House features a balcony. This apartment is 14 km from Cathedral of St. Vincent de Paul and 14 km from Bab El Bhar - Porte de France.  ", 11 km du centre ,https://www.booking.com/hotel/tn/la-perla-house.fr.html
 casa ,  Tunis   ," Boasting a terrace and room service, casa is attractively set in Tunis, 1.2 km from Habib Bourguiba Avenue and 1.5 km from Cathedral of St. Vincent de Paul.  ", 950 m du centre ,https://www.booking.com/hotel/tn/casa.fr.html
 Spacious & Green Californian Apt Next to everything in lake 2 ,"  Les Berges du Lac, Tunis   "," Situated in Tunis, 12 km from Habib Bourguiba Avenue, Spacious & Green Californian Apt Next to everything in lake 2 features accommodation with a bar, free WiFi, a 24-hour front desk, and room... ", 9 km du centre ,https://www.booking.com/hotel/tn/spacious-amp-green-californian-apt-next-to-everything-in-lake-2.fr.html
 Rent Apartment F4 Richly Furnished In Tunis ,  Tunis   ," Located in Tunis, 13 km from Habib Bourguiba Avenue, 13 km from Belvedre Parc and 13 km from Cathedral of St.  ", 10 km du centre ,https://www.booking.com/hotel/tn/rent-apartment-f4-richly-furnished-in-tunis.fr.html
 Spacious modern app richly furnished ,  Tunis   ," Situated in Tunis, 11 km from Habib Bourguiba Avenue, 11 km from Belvedre Parc and 12 km from Cathedral of St.  ", 9 km du centre ,https://www.booking.com/hotel/tn/spacious-modern-app-richly-furnished.fr.html
 Rent Apartment In Tunis ,  Tunis   ," Boasting city views, Rent Apartment In Tunis offers accommodation with a balcony and a coffee machine, around 12 km from Belvedre Parc. The Cathedral of St.  ", 10 km du centre ,https://www.booking.com/hotel/tn/rent-apartment-in-tunis.fr.html
 Furnished Short Stay Apartment In Tunis ,  Tunis   ," Situated in Tunis, 12 km from Belvedre Parc, 13 km from Bab El Bhar - Porte de France and 13 km from Théâtre municipal de Tunis, Furnished Short Stay Apartment In Tunis features accommodation with a... ", 9 km du centre ,https://www.booking.com/hotel/tn/furnished-short-stay-apartment-in-tunis.fr.html
" Suite indépendante, lac 2 ","  Les Berges du Lac, Tunis   "," Offering lake views and a garden, Suite indépendante, lac 2 is set in the Les Berges du Lac district of Tunis, 12 km from Habib Bourguiba Avenue and 12 km from Belvedre Parc.  ", 9 km du centre ,https://www.booking.com/hotel/tn/suite-independante-lac-2.fr.html
 Apartment Rue Tourbet El Bey - 2 ,"  Médina, Tunis   "," Situé dans le quartier de La Médina de Tunis, à proximité du palais Dar Hussein, l'Apartment Rue Tourbet El Bey - 2 dispose d'une connexion Wi-Fi gratuite et d'un lave-linge.  "," 1,4 km du centre ",https://www.booking.com/hotel/tn/apartment-rue-tourbet-el-bey-2.fr.html
 Small & Coquet at Lac2 ,"  Les Berges du Lac, Tunis   "," Le Small & Coquet at Lac2 est situé à Tunis, dans le quartier des Berges du Lac, à 12 km du parc du Belvédère, de la cathédrale Saint-Vincent-de-Paul et à 13 km de Bab El Bhar - Porte de France.  ", 9 km du centre ,https://www.booking.com/hotel/tn/small-amp-coquet-at-lac2.fr.html
 A Cosy home ,  Tunis   ," Situé à Tunis, à moins de 20 km du musée Dar Ben Abdallah et à 21 km du théâtre municipal de Tunis, le Studio marsa résidence propose un hébergement avec une connexion Wi-Fi gratuite, la... ", 15 km du centre ,https://www.booking.com/hotel/tn/studio-marsa-residence.fr.html
 Luxury Apartment at Berges Lac2 ,"  Les Berges du Lac, Tunis   "," Situé à Tunis, à 12 km de l'avenue Habib Bourguiba et du parc du Belvédère, le Luxury Apartment at Berges Lac2 dispose d'un jardin et de la climatisation.  ", 9 km du centre ,https://www.booking.com/hotel/tn/luxury-apartment-at-berges-lac2.fr.html
 Dar Hayder-la Medina ,  Tunis   ," Situé à Tunis, à proximité de sites d'intérêts prisés, tels que la place de la Kasbah ainsi que le palais Dar Hussein, à moins de 6 minutes à pied de la mosquée de la Kasbah et à 600 mètres de la... ", 2 km du centre ,https://www.booking.com/hotel/tn/dar-hayder-la-medina.fr.html
 Les Berges Du Lac Tunis Suites ,"  Les Berges du Lac, Tunis   "," Situé à 12 km de l'avenue Habib-Bourguiba, l'Avani Les Berges du Lac Tunis Suites propose des hébergements avec un restaurant, un jardin, un bar et une terrasse.  ", 9 km du centre ,https://www.booking.com/hotel/tn/avani-les-berges-du-lac-tunis-suites.fr.html
 Cosy 2 pièces charmant et spacieux ,  Tunis   ," Cosy 2 pièces charmant et spacieux in Tunis offers accommodation with free WiFi, 5 km from Belvedre Parc, 8 km from Cathedral of St. Vincent de Paul and 8 km from Bab El Bhar - Porte de France.  ", 6 km du centre ,https://www.booking.com/hotel/tn/cosy-2-pieces-charmant-et-spacieux.fr.html
