Hotel_name,Adresse,Description,Distance,Details_Link
 Dar Khereddine ,  Tunis   ," Implanté à Tunis, le Dar khereddine propose une piscine extérieure et une connexion Wi-Fi gratuite. Les chambres climatisées comprennent toutes un coin salon.  ", 10 km du centre ,https://www.booking.com/hotel/tn/dar-khereddine.fr.html
 Sofie Appart hotel ,  Tunis   ," Le Sofie Appart hotel propose une terrasse, un restaurant et des hébergements climatisés. Une connexion Wi-Fi gratuite est disponible.  "," 4,8 km du centre ",https://www.booking.com/hotel/tn/sophie-apparthotel.fr.html
 La perle bleu LAC III ,"  Les Berges du Lac, Tunis   "," Offrant une vue sur le jardin, l’établissement La perle bleue LAC III à Tunis vous propose des hébergements, un restaurant, un service de prêt de vélos, un jardin et une plage privée.  ", 9 km du centre ,https://www.booking.com/hotel/tn/la-perle-bleu-lac-iii.fr.html
 Dar Ben Gacem ,"  Médina, Tunis   "," Situé dans la médina de Tunis, à 12 km de l'aéroport international de Tunis-Carthage, le Dar Ben Gacem est un établissement de style traditionnel doté d'une connexion Wi-Fi gratuite et d'une terrasse... "," 1,8 km du centre ",https://www.booking.com/hotel/tn/dar-ben-gacem.fr.html
 Dar Ya ,"  Médina, Tunis   "," Installé à Tunis, le Dar Ya vous propose des hébergements dotés d'une connexion Wi-Fi gratuite. Chaque chambre comprend l'accès au patio intérieur et à la terrasse.  "," 1,7 km du centre ",https://www.booking.com/hotel/tn/dar-ya.fr.html
 Dar Ben Gacem Kahia ,"  Médina, Tunis   "," Situé à Tunis, à proximité de la mosquée Sidi Mahrez, du musée Dar Lasram et de la place de la Kasbah, le Dar Ben Gacem Kahia dispose d’une connexion Wi-Fi gratuite, d’un barbecue et d’une terrasse.  "," 1,7 km du centre ",https://www.booking.com/hotel/tn/dar-ben-gacem-kahia.fr.html
 Spacious S + 1 with Jacuzzi on the Boulevard ,"  Les Berges du Lac, Tunis   "," Le Spacious S + 1 with Jacuzzi on the Boulevard est situé à Tunis, à 13 km de l'avenue Habib Bourguiba. Il dispose d'un balcon, d'un jardin et d'une connexion Wi-Fi gratuite.  ", 9 km du centre ,https://www.booking.com/hotel/tn/spacious-s-1-with-jacuzzi-on-the-boulevard.fr.html
 Sheraton Tunis Hotel ,  Tunis   , Le Sheraton Tunis Hotel surplombe toute la ville de Tunis. Il possède un spa de luxe et un centre d'affaires ouvert 24h/24.  ," 4,2 km du centre ",https://www.booking.com/hotel/tn/sheraton-tunis-towers.fr.html
 Studio Très bien situé au Jardin d el menzah 1 ,  Tunis   ," Offrant une vue sur le jardin, le Studio Très bien situé au Jardin d el menzah 1 propose un hébergement avec un balcon et une machine à café, à environ 6 km du parc du Belvédère.  ", 6 km du centre ,https://www.booking.com/hotel/tn/studio-tres-bien-situe-au-jardin-d-el-menzah-1.fr.html
 DUPLEX ELINE ,  Tunis   ," Situé à Tunis, à seulement 2,5 km de la plage d'Amilcar, le Duplex Eline propose un restaurant, un jardin et une réception ouverte 24h/24. Cet appartement climatisé s’ouvre sur une terrasse.  ", 13 km du centre ,https://www.booking.com/hotel/tn/duplex-eline.fr.html
 Appartement de Charme aux Jardins de Carthage ,  Tunis   ," Situé à Tunis, dans le gouvernorat de Tunis, l'Appartement de Charme aux Jardins de Carthage dispose d'un balcon. Cet hébergement climatisé se trouve à 14 km de l'avenue Habib Bourguiba.  ",  Plage à proximité ,https://www.booking.com/hotel/tn/appartement-de-charme-aux-jardins-de-carthage.fr.html
 Harmony Appartement 13 ,"  Les Berges du Lac, Tunis   "," Offrant une vue sur le jardin, l'Harmony Appartement 13 propose un hébergement avec un jardin et un balcon, à environ 12 km du parc du Belvédère.  ", 11 km du centre ,https://www.booking.com/hotel/tn/coquet-luxueux-appartement-saphir-1-lac-2.fr.html
 Hotel la princesse ,  Tunis   ," L’Hotel la princesse est situé à Tunis, à 3,8 km du parc du Belvédère et à 6 km de la cathédrale Saint-Vincent-de-Paul.  ", 9 km du centre ,https://www.booking.com/hotel/tn/la-princesse.fr.html
 Bridge Apart ,"  Les Berges du Lac, Tunis   "," Doté d'un jardin et d'une terrasse, le Bridge Apart est situé à Tunis, à 7 km du parc du Belvédère, ainsi qu'à 8 km de la cathédrale Saint-Vincent-de-Paul et de Bab El Bhar - Porte de France.  ", 5 km du centre ,https://www.booking.com/hotel/tn/bridge-apart.fr.html
 Tunis Grand Hotel ,  Tunis   , Le Tunis Grand Hotel est un établissement de luxe situé à proximité de l'aéroport international de Tunis. La connexion Wi-Fi est gratuite dans l'ensemble de ses locaux.  , 5 km du centre ,https://www.booking.com/hotel/tn/vime-tunis-grand.fr.html
 apparemment très chic au jardins de carthage ,  Tunis   ," Situé à Tunis, à 14 km du parc du Belvédère et à 15 km de Bab Bhar - Porte de France, l'établissement très chic au jardin de hage dispose d'un jardin et de la climatisation.  ", 6 km du centre ,https://www.booking.com/hotel/tn/apparemment-tres-chic-au-jardins-de-carthage.fr.html
 Appartement lac2 ,"  Les Berges du Lac, Tunis   "," Appartement lac2 is located in the Les Berges du Lac district of Tunis, 12 km from Belvedre Parc, 13 km from Cathedral of St. Vincent de Paul and 13 km from Bab El Bhar - Porte de France.  ", 11 km du centre ,https://www.booking.com/hotel/tn/appartement-lac-2-tunis1.fr.html
 Dar El Medina ,"  Médina, Tunis   "," Situé au cœur de la médina de Tunis, à 100 mètres des souks et de Dar El Bey, cet établissement traditionnel dispose d'un toit-terrasse avec vue sur la ville.  ", 9 km du centre ,https://www.booking.com/hotel/tn/dar-el-medina.fr.html
 appartamento roma ,  Tunis   ," Appartamento roma features a balcony and is located in Tunis, within just less than 1 km of Habib Bourguiba Avenue and an 11-minute walk of Victory Square. It is set 600 metres from Cathedral of St.  "," 1,5 km du centre ",https://www.booking.com/hotel/tn/appartamento-roma.fr.html
 OLYMPIQUE ,  Tunis   ," Offering a terrace and lake view, OLYMPIQUE is situated in Tunis, 5 km from Cathedral of St. Vincent de Paul and 5 km from Bab El Bhar - Porte de France.  ", 400 m du centre ,https://www.booking.com/hotel/tn/olympique.fr.html
 silverwood ,  Tunis   ," Situé à 4,4 km de la mosquée Sidi Mahrez et à 5 km de celle de la Kasbah, le silverwood propose une vue sur la ville, un restaurant, un bar et un service d’étage.  "," 3,4 km du centre ",https://www.booking.com/hotel/tn/silverwood.fr.html
 El Patio Courtyard House ,"  Médina, Tunis   "," Idéalement situé dans le quartier de la médina de Tunis, l'El Patio Courtyard House vous accueille à 200 mètres du mausolée Tourbet El Bey, à 400 mètres du palais Dar Hussein et à 500 mètres de la... "," 1,4 km du centre ",https://www.booking.com/hotel/tn/el-patio-courtyard-house.fr.html
 FLAT JINEN DU LAC 2 ,"  Les Berges du Lac, Tunis   "," Situé à Tunis, à 12 km de l'avenue Habib-Bourguiba, le Flat Jinen du Lac 2 propose des hébergements avec une connexion Wi-Fi gratuite.  ", 9 km du centre ,https://www.booking.com/hotel/tn/flat-jinen-du-lac-2.fr.html
 LES HAUTEURES D EL MENZAH ,  Tunis   ," Boasting garden views, LES HAUTEURES D EL MENZAH features accommodation with a garden and a patio, around 6 km from Belvedre Parc. Guests benefit from a balcony and a terrace.  ", 6 km du centre ,https://www.booking.com/hotel/tn/les-hauteures-d-el-menzah.fr.html
 Un emplacement exceptionnel ,  Tunis   ," Situé à Tunis, à seulement 2,1 km de La Goulette, l’appartement Un emplacement exceptionnel bénéficie d’un jardin, d’une terrasse et d’une réception ouverte 24h/24.  ", 11 km du centre ,https://www.booking.com/hotel/tn/un-emplacement-exceptionnelle.fr.html
 Moderne & fabuleux appart ,"  Les Berges du Lac, Tunis   "," Situated in Tunis in the Tunis Governorate region, Moderne & fabuleux appart has a balcony. This apartment is 12 km from Cathedral of St. Vincent de Paul and 13 km from Bab El Bhar - Porte de France.  ",  Plage à proximité ,https://www.booking.com/hotel/tn/moderne-amp-fabuleux-appart.fr.html
 Spacious & Calm S+1 near everything on Lake 2 ,"  Les Berges du Lac, Tunis   "," Situated in Tunis, 12 km from Habib Bourguiba Avenue and 12 km from Belvedre Parc, Spacious & Calm S+1 near everything on Lake 2 offers a garden and air conditioning.  ", 9 km du centre ,https://www.booking.com/hotel/tn/spacious-amp-calm-s-1-near-everything-on-lake-2.fr.html
 Harmony Appartement 12 ,"  Les Berges du Lac, Tunis   "," Situé dans le quartier des Berges du Lac, l'Harmony Appartement 12 propose un hébergement indépendant avec un balcon et une connexion Wi-Fi gratuite. L'appartement climatisé se trouve à 9 km de Tunis.... ", 9 km du centre ,https://www.booking.com/hotel/tn/coquet-luxueux-appartement.fr.html
 Appartement luxueux et bien équipé ,  Tunis   ," Situé à Tunis, l'Appartement luxueux et bien équipé propose un hébergement climatisé avec un balcon. Cet appartement se trouve à 12 km de Bab El Bhar - Porte de France et du théâtre municipal de... ", 9 km du centre ,https://www.booking.com/hotel/tn/appartement-salon-3-chambres-luxueux-pres-du-clinique-la-soukra.fr.html
 EL KHADRA VILLE ,  Tunis   ," Within 3.7 km of Belvedre Parc and 5 km of Habib Bourguiba Avenue, EL KHADRA VILLE features free WiFi and a shared lounge.  ", 8 km du centre ,https://www.booking.com/hotel/tn/el-khadra-ville.fr.html
 Menzah 5 ,  Tunis   ," Doté d’un restaurant, le Menzah 5 propose un hébergement climatisé à Tunis, à 3,5 km du parc du Belvédère et à 6 km de la cathédrale Saint-Vincent-de-Paul ainsi que du théâtre municipal de Tunis.  "," 3,5 km du centre ",https://www.booking.com/hotel/tn/menzah-5.fr.html
 New appartement haut standing jardins de carthage ,  Tunis   ," Situated in Tunis, 14 km from Habib Bourguiba Avenue and 14 km from Belvedre Parc, New appartement haut standing jardins de carthage offers a bar and air conditioning.  "," 4,8 km du centre ",https://www.booking.com/hotel/tn/appartement-a-jardin-de-carthage.fr.html
" Loft with Jacuzzi,Italian Furniture & wide view on Tunisia Mall ","  Les Berges du Lac, Tunis   "," Le Loft with Jacuzzi, Italian Furniture & wide view on Tunisia Mall est situé dans le quartier Les Berges du Lac de Tunis, à 12 km de l'avenue Habib Bourguiba, à 12 km du parc du Belvédère et à 13 km... ", 11 km du centre ,https://www.booking.com/hotel/tn/loft-with-jacuzzi-italian-furniture-amp-wide-view-on-tunisia-mall.fr.html
 Le Balcon Ain Zaghouan Nord ,  Tunis   ," Situé à 12 km de l'avenue Habib Bourguiba, l’établissement Le Balcon Ain Zaghouan Nord propose un jardin, une terrasse ainsi que des hébergements climatisés avec terrasse et connexion Wi-Fi gratuite.  ", 9 km du centre ,https://www.booking.com/hotel/tn/penthouse-apartment-in-tunis-ain-zaghouan-nord.fr.html
 Benzineb Immo Centre Urbain Nord ,  Tunis   ," Centre Benzineb Immo Offrant une vue sur la ville, l'Urbain Nord est situé à Tunis, à 5 km du parc du Belvédère. Vous bénéficierez gratuitement d'une connexion Wi-Fi et d'un parking privé.  ", 11 km du centre ,https://www.booking.com/hotel/tn/benzineb-immo-centre-urbain-nord.fr.html
 Superb & Modern apartment at Berges Lac 2 close to Tunisia Mall ,"  Les Berges du Lac, Tunis   "," Situé dans le quartier des Berges du Lac à Tunis, le Superb & Modern apartment at Berges Lac 2 close to Tunisia Mall dispose de la climatisation, d'un balcon et d'une vue sur la ville.  ", 5 km du centre ,https://www.booking.com/hotel/tn/superb-amp-modern-apartment-at-berges-lac-2-close-to-tunisia-mall.fr.html
 Hotel Excellence ,  Tunis   ," L'Hotel Excellence est situé à Tunis, à moins de 4,4 km du parc du Belvédère et à 6 km de la cathédrale Saint-Vincent-de-Paul.  ", 9 km du centre ,https://www.booking.com/hotel/tn/excellence.fr.html
 suite better than a Hotel jardin de carthage ,  Tunis   ," Bénéficiant d'une vue sur le jardin, le suite better than a Hotel jardin de carthage propose un hébergement avec un jardin et une terrasse, à environ 14 km de l'avenue Habib Bourguiba.  ", 5 km du centre ,https://www.booking.com/hotel/tn/suite-better-than-a-jardin-de-carthage.fr.html
 Appartement Carthage ,  Tunis   ," Appartement Carthage, a property with a terrace, is located in Tunis, 15 km from Habib Bourguiba Avenue, 16 km from Cathedral of St. Vincent de Paul, as well as 16 km from Théâtre municipal de Tunis.  ", 11 km du centre ,https://www.booking.com/hotel/tn/apparemment-khalil.fr.html
 Villa El Khir ,  Tunis   ," Offrant une vue sur le jardin, la Villa El Khir propose un hébergement avec un jardin et un balcon, à environ 12 km de l'avenue Habib Bourguiba.  ", 13 km du centre ,https://www.booking.com/hotel/tn/villa-dar-el-khir.fr.html
 Appartement cosy & modern Near LA MARSA ,  Tunis   ," Bénéficiant d'une terrasse et d'une réception ouverte 24h/24, l’Appartement cosy & modern Near LA MARSA est idéalement situé à Tunis, à 13 km de l'avenue Habib Bourguiba et du parc du Belvédère.  ",  Plage à proximité ,https://www.booking.com/hotel/tn/appartement-cosy-amp-modern-near-la-marsa.fr.html
 Appartement neuf luxueux jardins de carthage ,  Tunis   ," Set in Tunis, 14 km from Belvedre Parc, Appartement neuf luxueux jardins de carthage offers accommodation with a restaurant, free WiFi, a 24-hour front desk, and room service.  ", 10 km du centre ,https://www.booking.com/hotel/tn/appartement-neuf-luxueux-jardins-de-carthage.fr.html
 The bleu sea ,  Tunis   ," L’établissement The bleu sea vous propose un hébergement en bord de mer à Tunis, à seulement 2 km de La Goulette. Il dispose d’un restaurant, d’un bar, d’un jardin et d’une connexion Wi-Fi gratuite.  ", 11 km du centre ,https://www.booking.com/hotel/tn/the-bleu-sea.fr.html
 Dar médina ,  Tunis   ," Located less than 1 km from Dar Lasram Museum, a 16-minute walk from Kasbah Mosque and 2.2 km from Sidi Mahrez Mosque, Dar médina provides accommodation situated in Tunis.  ", 11 km du centre ,https://www.booking.com/hotel/tn/dar-medina-tunis.fr.html
 Luxury and Splendid 2 Bedrooms Apartment in Jardin De Carthage Tunis ,  Tunis   ," Featuring air-conditioned accommodation with a patio, Luxury and Splendid 2 Bedrooms Apartment in Jardin De Carthage Tunis is located in Tunis.  ", 12 km du centre ,https://www.booking.com/hotel/tn/luxury-and-splendid-2-bedrooms-apartment-in-jardin-de-carthage-tunis.fr.html
" S+1 Equipped Near Tunisia Mall, Huge, Sunny, Secure ","  Les Berges du Lac, Tunis   "," Situé à Tunis, à 12 km du parc du Belvédère et à 13 km de la cathédrale Saint-Vincent-de-Paul, le S+1 Équipé Near Tunisia Mall, Huge, Sunny, Secure propose un hébergement climatisé.  "," 2,1 km du centre ",https://www.booking.com/hotel/tn/s-1-equipped-near-tunisia-mall-huge-sunny-secure-tunis.fr.html
 Appart GP9 ,  Tunis   ," Situé à Tunis, dans le gouvernorat de Tunis, l'Appart GP9 dispose d'un balcon. Il se trouve à 11 km de la cathédrale Saint-Vincent-de-Paul et de Bab El Bhar - Porte de France.  ", 8 km du centre ,https://www.booking.com/hotel/tn/appart-gp9.fr.html
 Villa Maria ,  Tunis   ," Dotée d’un emplacement idéal à Tunis, la Villa Maria est à 8 km de la cathédrale Saint-Vincent-de-Paul et de la porte Bab El Bhar (ancienne porte de France) ainsi qu’à 6 km du parc du Belvédère.  ", 6 km du centre ,https://www.booking.com/hotel/tn/villa-maria.fr.html
 saoussen ,  Tunis   ," Boasting air-conditioned accommodation with a balcony, saoussen is situated in Tunis. The property is 13 km from Dar Bach Hamba and 14 km from Belvedre Parc.  ", 9 km du centre ,https://www.booking.com/hotel/tn/saoussen.fr.html
 Appartement Haut standing confortable ,"  Les Berges du Lac, Tunis   "," L'Appartement Haut standing confortable est situé à Tunis, dans le quartier des Berges du Lac, à 9 km de l'avenue Habib Bourguiba, du parc du Belvédère et de la cathédrale Saint-Vincent-de-Paul.  ", 6 km du centre ,https://www.booking.com/hotel/tn/appartement-haut-standing-confortable.fr.html
 2 bedrooms near Mall ,"  Les Berges du Lac, Tunis   "," L'Harmony Appartement Tunisia Mall est situé à environ 13 km de l'avenue Habib-Bourguiba. Il bénéficie d'une bouilloire, d'un balcon avec vue sur la ville et d'une connexion Wi-Fi gratuite.  ", 9 km du centre ,https://www.booking.com/hotel/tn/harmony-appartement-tunisia-mall.fr.html
 A21 ,"  Les Berges du Lac, Tunis   "," A21 is located in the Les Berges du Lac district of Tunis, 9 km from Habib Bourguiba Avenue, 9 km from Belvedre Parc and 10 km from Cathedral of St. Vincent de Paul.  ", 6 km du centre ,https://www.booking.com/hotel/tn/a21.fr.html
 Les Verrières De Gammarth: Villa moderne +Piscine ,  Tunis   ," Featuring air-conditioned accommodation with a private pool, pool view and a balcony, Les Verrières De Gammarth: Villa moderne +Piscine is located in Tunis.  ", 6 km du centre ,https://www.booking.com/hotel/tn/les-verrieres-de-gammarth-villa-moderne-piscine.fr.html
 Concorde Hotel Les berges du Lac ,"  Les Berges du Lac, Tunis   ", L'hôtel Concorde Les Berges du Lac est un hôtel luxueux situé au bord du lac de Tunis. Il n'est qu'à 10 minutes de l'aéroport international de Tunis-Carthage et dispose d'une piscine et d'un spa.  , 5 km du centre ,https://www.booking.com/hotel/tn/concorde-les-berges-du-lac.fr.html
" Double Suites, Gorgeous jaccuzi with lake view ","  Les Berges du Lac, Tunis   "," Situé à Tunis, à 13 km de l'avenue Habib Bourguiba, le Double Suites, Gorgeous jaccuzi with lake view propose un restaurant, une connexion Wi-Fi gratuite, une réception ouverte 24h/24 et un service... ", 9 km du centre ,https://www.booking.com/hotel/tn/2-suites-2-jacuzzis-top-floor-view-on-the-lake.fr.html
" Trendy & Secure between Tunisia Mall, Canadian Embassy ","  Les Berges du Lac, Tunis   "," Situé à Tunis, à 12 km de l'avenue Habib Bourguiba, le Canadian Embassy propose un hébergement avec un salon commun, une connexion Wi-Fi gratuite, une réception ouverte 24h/24 et une cuisine commune.  ", 9 km du centre ,https://www.booking.com/hotel/tn/trendy-amp-secure-between-tunisia-mall-canadian-embassy.fr.html
 Villa mimi ,  Tunis   ," Offrant une vue sur le jardin, la Villa mimi propose un hébergement avec une terrasse et une bouilloire, à environ 3,1 km de la mosquée Sidi Mahrez.  "," 4,2 km du centre ",https://www.booking.com/hotel/tn/villa-mimi.fr.html
 appartement a médina ,  Tunis   ," Appartement a médina is set in Tunis, 1.3 km from Kasbah Mosque, 1.3 km from Medina, and 1.3 km from Al-Zaytuna Mosque. The property is 2.4 km from Dar Lasram Museum and 2.6 km from Kasbah Square.  "," 2,1 km du centre ",https://www.booking.com/hotel/tn/appartement-a-medina.fr.html
" Residence le palace, Gammarth ",  Tunis   ," Dotée d'une terrasse, la Residence le palace, Gammarth est située à Tunis, à 22 km de l'avenue Habib Bourguiba, du parc du Belvédère et de la cathédrale Saint-Vincent-de-Paul.  ", 17 km du centre ,https://www.booking.com/hotel/tn/residence-le-palace-gammarth-tunis.fr.html
 Appartement S+1 Jardin De Carthage ,  Tunis   ," Situé à Tunis, dans le gouvernorat de Tunis, l’Appartement S+1 Jardin De Carthage propose des hébergements avec connexion Wi-Fi gratuite et accès à un jacuzzi.  ", 11 km du centre ,https://www.booking.com/hotel/tn/appartement-s-1-jardins-de-carthage-tunis.fr.html
 Le Luxe de Jardin de Carthage ,  Tunis   ," L'appartement Le Luxe de Jardin de Carthage est situé à Tunis, à 14 km de l'avenue Habib Bourguiba, du parc du Belvédère et de la cathédrale Saint-Vincent-de-Paul.  ", 11 km du centre ,https://www.booking.com/hotel/tn/le-luxe-de-jardin-de-carthage.fr.html
 Casamelek ,  Tunis   ," Situé à Tunis, le Casamelek propose un hébergement climatisé avec un balcon. Offrant une vue sur le jardin, il se trouve à 13 km de l'avenue Habib Bourguiba et du parc du Belvédère.  ", 11 km du centre ,https://www.booking.com/hotel/tn/casamelek.fr.html
 Dar Mehdouch ,  Tunis   ," Dar Mehdouch is located in Tunis, 2.1 km from Sidi Mahrez Mosque, 2.4 km from Dar Lasram Museum, as well as 2.6 km from Kasbah Square.  "," 2,1 km du centre ",https://www.booking.com/hotel/tn/dar-mehdouch.fr.html
 Hestia House - Berges du Lac I ,"  Les Berges du Lac, Tunis   "," Situé dans le quartier des Berges du Lac à Tunis, l'Hestia House - Berges du Lac I dispose de la climatisation, d'un balcon et d'une vue sur la ville.  ", 6 km du centre ,https://www.booking.com/hotel/tn/hestia-house-berges-du-lac-i.fr.html
 Résidence Ghozlane ,  Tunis   , La Résidence Ghozlane propose un hébergement climatisé à Tunis. Le parc du Belvédère est à 4 km de l'établissement. Des places de stationnement privées sont en outre disponibles sur place.  , 6 km du centre ,https://www.booking.com/hotel/tn/residence-ghozlane-tunis1.fr.html
 Appartement Ain Zaghouan ,  Tunis   ," Situé à Tunis, à 12 km de l'avenue Habib Bourguiba et du parc du Belvédère, l'Appartement Ain Zaghouan est un hébergement climatisé doté d’une connexion Wi-Fi gratuite.  ", 10 km du centre ,https://www.booking.com/hotel/tn/appartement-ain-zaghouan.fr.html
 Residence Ghassen ,  Tunis   ," La Residence Ghassen est située à Tunis, à 8 km de la cathédrale Saint-Vincent-de-Paul, de la porte Bab El Bhar et de l'avenue Habib Bourguiba.  ", 6 km du centre ,https://www.booking.com/hotel/tn/residence-ghassen.fr.html
 Nivo ,  Tunis   ," Located 14 km from Belvedre Parc, 14 km from Cathedral of St. Vincent de Paul and 14 km from Bab El Bhar - Porte de France, Nivo provides accommodation situated in Tunis.  ", 11 km du centre ,https://www.booking.com/hotel/tn/nivo.fr.html
 Très belle villa contemporaine ,  Tunis   ," Dotée d'une piscine extérieure, d'un bar et d'un jardin, la Très belle villa contemporaine est située à Tunis. Elle dispose d’une connexion Wi-Fi gratuite et offre une vue sur le jardin.  ", 10 km du centre ,https://www.booking.com/hotel/tn/tres-belle-villa-contemporaine.fr.html
" Double Suites, jacuzzi & view on Tunisia Mall & Canadian Embassy ","  Les Berges du Lac, Tunis   "," Le Double Suites, jacuzzi & view on Tunisia Mall & Canadian Embassy est situé dans le quartier des Berges du Lac à Tunis, à 12 km de l'avenue Habib Bourguiba, à 12 km du parc du Belvédère et à 13 km... ", 9 km du centre ,https://www.booking.com/hotel/tn/double-suites-jacuzzi-amp-view-on-tunisia-mall-amp-canadian-embassy.fr.html
 Residence UlYSSE LA MARSA ,  Tunis   ," Set in Tunis, 1.7 km from Corniche Beach and 2.9 km from Amilcar Beach, Residence UlYSSE LA MARSA offers air conditioning. The property is 17 km from Cathedral of St.  ", 14 km du centre ,https://www.booking.com/hotel/tn/residence-ulysse-la-marsa.fr.html
 Apparte Le Palais ,  Tunis   ," Situé à 5 km du parc du Belvédère, l’Apparte Le Palais dispose d’un restaurant, d’un salon commun ainsi que d’hébergements climatisés munis d’un balcon et d’une connexion Wi-Fi gratuite.  ", 6 km du centre ,https://www.booking.com/hotel/tn/apparte-le-palais.fr.html
 Bel appartement Cosy Banlieue Nord de Tunis ,  Tunis   ," Located in Tunis, 12 km from Habib Bourguiba Avenue and 12 km from Belvedre Parc, Bel appartement Cosy Banlieue Nord de Tunis provides accommodation with free WiFi, air conditioning and a terrace.  ", 11 km du centre ,https://www.booking.com/hotel/tn/bel-appartement-cosy-banlieue-nord-de-tunis.fr.html
 Ain Zaghouan Apart in front of Tunis Mall Lac 2 ,  Tunis   ," Situé à Tunis, à moins de 13 km de l'avenue Habib-Bourguiba et à 13 km du parc du Belvédère, l'Ain Zaghouen Apartment in front of Tunisia Mall propose un hébergement avec une connexion Wi-Fi gratuite.... ", 10 km du centre ,https://www.booking.com/hotel/tn/ain-zaghouen-apartment-in-front-of-tunisia-mall.fr.html
 Dar Ennassim ,  Tunis   ," Situé à Villejacques, dans le gouvernorat de Tunis, le Dar Ennassim dispose d'un balcon et offre une vue sur le jardin. Cet hébergement climatisé se trouve à 22 km de La Marsa.  ", 8 km du centre ,https://www.booking.com/hotel/tn/dar-ennassim-jardins-menzah-2.fr.html
 Loft Aziz ,"  Les Berges du Lac, Tunis   "," Situé à Tunis, à moins de 9 km de l'avenue Habib Bourguiba et du parc du Belvédère, le Loft Aziz propose un hébergement climatisé et une connexion Wi-Fi gratuite.  ", 6 km du centre ,https://www.booking.com/hotel/tn/loft-aziz.fr.html
 panorama du lac deux ,"  Les Berges du Lac, Tunis   "," Panorama du lac deux, a property with a terrace, is located in Tunis, 13 km from Habib Bourguiba Avenue, 13 km from Belvedre Parc, as well as 13 km from Cathedral of St. Vincent de Paul.  ", 9 km du centre ,https://www.booking.com/hotel/tn/panorama-du-lac-deux.fr.html
 New Stylish and Spacious Apartment at Berges du Lac 2 Tunis ,"  Les Berges du Lac, Tunis   "," Situated within the Les Berges du Lac district in Tunis, New Stylish and Spacious Apartment at Berges du Lac 2 Tunis has air conditioning, a patio, and garden views.  ", 9 km du centre ,https://www.booking.com/hotel/tn/new-stylish-and-spacious-apartment-at-berges-du-lac-2-tunis.fr.html
 appartement ,"  Les Berges du Lac, Tunis   "," Situated in Tunis, just 12 km from Habib Bourguiba Avenue, appartement features accommodation with a garden, a terrace and free WiFi.  ", 9 km du centre ,https://www.booking.com/hotel/tn/appartement-tunis1234.fr.html
 Dar El Yasmine ,  Tunis   ," Le Dar El Yasmine est une maison d'hôtes traditionnelle installée dans un quartier résidentiel, à 15 minutes de route de l'aéroport international de Tunis-Carthage.  ", 10 km du centre ,https://www.booking.com/hotel/tn/dar-el-yasmine.fr.html
 Plaisir appart ,  Tunis   ," Situé à Tunis, à 5 km du parc du Belvédère et à 8 km de la cathédrale Saint-Vincent-de-Paul, le Plaisir appart propose un hébergement avec une connexion Wi-Fi gratuite, la climatisation, un restaurant... ", 6 km du centre ,https://www.booking.com/hotel/tn/plaisir-appart.fr.html
 Dar Nada ,"  Médina, Tunis   "," Dar Nada, a property with a shared lounge and a terrace, is situated in Tunis, 300 metres from Victory Square, 500 metres from Bab El Bhar - Porte de France, as well as 700 metres from Sidi Mahrez... "," 1,1 km du centre ",https://www.booking.com/hotel/tn/dar-nada.fr.html
 B&B Casa Italia ,  Tunis   ," Featuring a terrace, B&B Casa Italia features accommodation in Tunis with free WiFi and city views. Located 6 km from Belvedre Parc, the property provides a fitness centre and free private parking.  ", 7 km du centre ,https://www.booking.com/hotel/tn/b-amp-b-casa-italia.fr.html
 Limo's House Jardins Menzah ,  Tunis   ," Limo's House Jardins Menzah is set in Tunis, 6 km from Belvedre Parc, 9 km from Bab El Bhar - Porte de France, and 10 km from Sidi Mahrez Mosque.  ", 7 km du centre ,https://www.booking.com/hotel/tn/limos-house-jardins-menzah.fr.html
 Appartement S+1 Luxueux aux Jardins de Carthage ,  Tunis   ," Situé à moins de 14 km de l'avenue Habib-Bourguiba et à 14 km du parc du Belvédère, l'Appartement S+1 Luxueux aux Jardins de Carthage propose un appartement avec une connexion Wi-Fi gratuite, un... ", 11 km du centre ,https://www.booking.com/hotel/tn/appartement-s-1-luxueux-aux-jardins-de-carthage.fr.html
 Apartment Rue Tourbet El Bey 2 ,"  Médina, Tunis   "," Doté d'une connexion Wi-Fi gratuite et offrant une vue sur la ville, l'Apartment Rue Tourbet El Bey 2 est situé à Tunis, à seulement 200 mètres du Tourbet El Bey et à 400 mètres du palais Dar Hussein.... "," 1,4 km du centre ",https://www.booking.com/hotel/tn/apartment-rue-tourbet-el-bey-tunis.fr.html
 Ambassadeurs Hotel ,  Tunis   ," L'Ambassadeurs Hotel est situé dans le centre-ville de Tunis, à proximité de la médina et à un quart d'heure de l'aéroport de Tunis Carthage et du port de la Goulette.  "," 2,1 km du centre ",https://www.booking.com/hotel/tn/ambassadeurs.fr.html
 Apartment Rue Tourbet El Bey - 3 ,"  Médina, Tunis   "," Situé dans le quartier de La Médina de Tunis, à proximité du Tourbet El Bey, l'Apartment Rue Tourbet El Bey - 3 dispose d'une connexion Wi-Fi gratuite et d'un lave-linge.  "," 1,4 km du centre ",https://www.booking.com/hotel/tn/apartment-rue-tourbet-el-bey-3.fr.html
